iter	Passed	Remaining
1664	33364	6712
1665	33401	6696
1666	33440	6679
1667	33480	6663
1668	33518	6647
1669	33558	6631
1670	33595	6614
1671	33632	6597
1672	33671	6581
1673	33714	6565
1674	33751	6548
1675	33790	6532
1676	33843	6518
1677	33886	6502
1678	33929	6486
1679	33968	6470
1680	34011	6454
1681	34052	6437
1682	34096	6422
1683	34133	6405
1684	34171	6388
1685	34209	6371
1686	34251	6354
1687	34293	6338
1688	34329	6321
1689	34369	6304
1690	34411	6288
1691	34451	6271
1692	34489	6254
1693	34529	6237
1694	34569	6220
1695	34609	6203
1696	34650	6186
1697	34688	6169
1698	34728	6152
1699	34772	6136
1700	34808	6118
1701	34844	6100
1702	34885	6084
1703	34928	6067
1704	34969	6050
1705	35006	6032
1706	35053	6016
1707	35090	5999
1708	35130	5981
1709	35171	5964
1710	35210	5947
1711	35249	5929
1712	35295	5913
1713	35340	5896
1714	35383	5880
1715	35426	5863
1716	35470	5846
1717	35512	5829
1718	35552	5811
1719	35593	5794
1720	35638	5777
1721	35676	5759
1722	35713	5741
1723	35752	5723
1724	35789	5705
1725	35829	5687
1726	35875	5671
1727	35915	5653
1728	35962	5636
1729	36005	5619
1730	36043	5601
1731	36081	5583
1732	36120	5565
1733	36161	5547
1734	36199	5529
1735	36236	5510
1736	36278	5492
1737	36318	5474
1738	36356	5456
1739	36394	5438
1740	36436	5420
1741	36474	5402
1742	36520	5384
1743	36559	5366
1744	36598	5348
1745	36640	5330
1746	36681	5312
1747	36720	5293
1748	36757	5275
1749	36802	5257
1750	36840	5238
1751	36882	5220
1752	36918	5201
1753	36958	5183
1754	37002	5165
1755	37040	5146
1756	37080	5128
1757	37116	5109
1758	37157	5090
1759	37202	5073
1760	37241	5054
1761	37280	5035
1762	37325	5017
1763	37364	4998
1764	37406	4980
1765	37446	4961
1766	37483	4942
1767	37521	4923
1768	37563	4905
1769	37602	4886
1770	37638	4866
1771	37679	4848
1772	37715	4828
1773	37754	4809
1774	37792	4790
1775	37831	4771
1776	37870	4752
1777	37910	4733
1778	37949	4714
1779	37986	4694
1780	38031	4676
1781	38074	4657
1782	38109	4638
1783	38147	4618
1784	38190	4600
1785	38230	4580
1786	38270	4561
1787	38307	4542
1788	38345	4522
1789	38384	4503
1790	38425	4484
1791	38463	4464
1792	38501	4444
1793	38542	4425
1794	38585	4406
1795	38626	4387
1796	38666	4367
1797	38709	4348
1798	38751	4329
1799	38791	4310
1800	38829	4290
1801	38866	4270
1802	38905	4250
1803	38944	4231
1804	38985	4211
1805	39023	4191
1806	39064	4172
1807	39108	4153
1808	39147	4133
1809	39184	4113
1810	39226	4093
1811	39266	4073
1812	39308	4054
1813	39345	4034
1814	39385	4014
1815	39425	3994
1816	39465	3974
1817	39507	3955
1818	39549	3935
1819	39590	3915
1820	39629	3895
1821	39671	3875
1822	39708	3855
1823	39745	3835
1824	39787	3815
1825	39828	3795
1826	39867	3775
1827	39907	3754
1828	39950	3735
1829	39991	3715
1830	40031	3694
1831	40070	3674
1832	40116	3654
1833	40157	3634
1834	40196	3614
1835	40236	3594
1836	40281	3574
1837	40322	3554
1838	40361	3533
1839	40399	3512
1840	40438	3492
1841	40484	3472
1842	40523	3452
1843	40560	3431
1844	40600	3410
1845	40643	3390
1846	40683	3370
1847	40724	3349
1848	40765	3329
1849	40808	3308
1850	40846	3288
1851	40890	3267
1852	40936	3247
1853	40984	3227
1854	41028	3207
1855	41072	3186
1856	41114	3166
1857	41164	3146
1858	41206	3125
1859	41254	3105
1860	41303	3084
1861	41347	3064
1862	41394	3044
1863	41435	3023
1864	41474	3002
1865	41515	2981
1866	41554	2960
1867	41600	2939
1868	41648	2919
1869	41697	2898
1870	41743	2878
1871	41784	2857
1872	41825	2835
1873	41869	2815
1874	41910	2794
1875	41958	2773
1876	42002	2752
1877	42049	2731
1878	42090	2710
1879	42132	2689
1880	42172	2668
1881	42216	2646
1882	42257	2625
1883	42297	2604
1884	42335	2582
1885	42379	2561
1886	42418	2540
1887	42464	2519
1888	42505	2497
1889	42552	2476
1890	42595	2455
1891	42638	2433
1892	42679	2412
1893	42720	2390
1894	42762	2369
1895	42803	2347
1896	42839	2326
1897	42877	2304
1898	42918	2282
1899	42962	2261
1900	43000	2239
1901	43040	2217
1902	43085	2196
1903	43126	2174
1904	43166	2152
1905	43210	2131
1906	43258	2109
1907	43301	2087
1908	43340	2066
1909	43382	2044
1910	43424	2022
1911	43462	2000
1912	43503	1978
1913	43541	1956
1914	43578	1934
1915	43617	1912
1916	43660	1890
1917	43697	1868
1918	43736	1846
1919	43779	1824
1920	43818	1801
1921	43856	1779
1922	43896	1757
1923	43936	1735
1924	43976	1713
1925	44019	1691
1926	44060	1669
1927	44098	1646
1928	44138	1624
1929	44186	1602
1930	44225	1580
1931	44262	1557
1932	44308	1535
1933	44351	1513
1934	44387	1491
1935	44426	1468
1936	44465	1446
1937	44502	1423
1938	44542	1401
1939	44584	1378
1940	44624	1356
1941	44663	1333
1942	44703	1311
1943	44742	1288
1944	44781	1266
1945	44821	1243
1946	44857	1221
1947	44898	1198
1948	44939	1175
1949	44977	1153
1950	45017	1130
1951	45058	1107
1952	45100	1085
1953	45137	1062
1954	45179	1039
1955	45223	1017
1956	45273	994
1957	45312	971
1958	45368	949
1959	45408	926
1960	45446	903
1961	45485	880
1962	45528	858
1963	45569	835
1964	45608	812
1965	45650	789
1966	45693	766
1967	45738	743
1968	45779	720
1969	45824	697
1970	45886	675
1971	45934	652
1972	45975	629
1973	46017	606
1974	46062	583
1975	46102	559
1976	46140	536
1977	46182	513
1978	46224	490
1979	46264	467
1980	46304	444
1981	46342	420
1982	46391	397
1983	46447	374
1984	46495	351
1985	46536	328
1986	46590	304
1987	46643	281
1988	46694	258
1989	46748	234
1990	46857	211
1991	46994	188
1992	47113	165
1993	47178	141
1994	47231	118
1995	47279	94
1996	47329	71
1997	47371	47
1998	47433	23
1999	47499	0
