iter	MAPE
240	0.03117951522
241	0.0311750955
242	0.03116785229
243	0.03116446606
244	0.03115138382
245	0.03112470178
246	0.0310869353
247	0.0310861916
248	0.03098765839
249	0.03097049573
250	0.030953962
251	0.03094552504
252	0.03092411564
253	0.03088707638
254	0.03088299979
255	0.03084638809
256	0.03078101209
257	0.03077127787
258	0.03075017174
259	0.03072856699
260	0.03071298192
261	0.03066608286
262	0.03050000833
263	0.03045974412
264	0.03042757025
265	0.03032519992
266	0.03032373203
267	0.03019177855
268	0.03011725779
269	0.0300804096
270	0.02998873968
271	0.0299768643
272	0.02994044222
273	0.02992040494
274	0.02991375831
275	0.02990665173
276	0.02982124137
277	0.02980441615
278	0.02974772176
279	0.02974341674
280	0.02973190517
281	0.02972407743
282	0.02969858208
283	0.02960551924
284	0.02950825369
285	0.02950083318
286	0.02949470427
287	0.02949396345
288	0.02938452158
289	0.0293584434
290	0.02934336835
291	0.02930529241
292	0.02930407263
293	0.02928106761
294	0.02926118947
295	0.02921151912
296	0.0291327166
297	0.02913199869
298	0.02912669789
299	0.02910976028
300	0.02909611245
301	0.02906325698
302	0.02903572502
303	0.02901024733
304	0.02900186024
305	0.02899992913
306	0.02899134259
307	0.02898951902
308	0.02898657845
309	0.0289836081
310	0.02892800914
311	0.02892582712
312	0.02887477259
313	0.02886963064
314	0.02886225743
315	0.02885688988
316	0.02885648863
317	0.02879919416
318	0.02878565137
319	0.02876469213
320	0.02873840961
321	0.02869356601
322	0.02866801328
323	0.02860305298
324	0.02858312492
325	0.0284718863
326	0.02842097899
327	0.02839882586
328	0.02834334967
329	0.02833070788
330	0.02826528595
331	0.02824379731
332	0.02813284017
333	0.02812970873
334	0.0280914582
335	0.02804421765
336	0.02798988379
337	0.02795138372
338	0.02784402279
339	0.02783434851
340	0.02779770143
341	0.0277864925
342	0.02771966019
343	0.0277109731
344	0.02769191367
345	0.02765681589
346	0.02762513018
347	0.02759813456
348	0.02753491913
349	0.0273495567
350	0.02732513135
351	0.02728912506
352	0.02726613867
353	0.02708566477
354	0.02701918299
355	0.02700142232
356	0.02693895959
357	0.02682785004
358	0.02680824813
359	0.02678186382
360	0.02678005906
361	0.02676949332
362	0.02676053623
363	0.02672769938
364	0.0267187036
365	0.02666198447
366	0.02657595091
367	0.02656297411
368	0.02655975128
369	0.02654470508
370	0.02652915344
371	0.02647213981
372	0.02645986087
373	0.02643977039
374	0.02642913776
375	0.02641903413
376	0.02640204895
377	0.02638645963
378	0.02636094504
379	0.02633560293
380	0.02629709486
381	0.02625744693
382	0.02620153531
383	0.02618923225
384	0.02613946256
385	0.02612865626
386	0.02610049163
387	0.02602173517
388	0.02598178528
389	0.02594358685
390	0.02593543801
391	0.02591524758
392	0.02590434304
393	0.0258920455
394	0.02583505588
395	0.02568810585
396	0.02560411622
397	0.02559757991
398	0.02544039764
399	0.02543344712
400	0.0252800827
401	0.0252593062
402	0.02518736544
403	0.02517611779
404	0.02516340451
405	0.02514302098
406	0.02512086235
407	0.02506766654
408	0.02504956959
409	0.02503184564
410	0.02501424424
411	0.02497475802
412	0.02493467348
413	0.02492840722
414	0.02486906282
415	0.02471221473
416	0.02460804921
417	0.02457828377
418	0.02454021205
419	0.02447240803
420	0.02442074028
421	0.02440918907
422	0.02436520098
423	0.02430656722
424	0.02427606182
425	0.02422465351
426	0.02413462237
427	0.02413212425
428	0.02409160522
429	0.02407084439
430	0.02406051386
431	0.02405524465
432	0.02404238327
433	0.02403635528
434	0.02400478787
435	0.02393131821
436	0.02390983051
437	0.02389201518
438	0.02388430692
439	0.02376442528
440	0.02374365843
441	0.02369712056
442	0.02363578582
443	0.02358357373
444	0.02356428147
445	0.02353954373
446	0.02351756385
447	0.02345637368
448	0.0234077377
449	0.02338498133
450	0.02335054291
451	0.02330931515
452	0.0232833484
453	0.02326828286
454	0.02314947113
455	0.02314102163
456	0.02310348255
457	0.02306611855
458	0.02303057047
459	0.02301798125
460	0.02292732754
461	0.02285180057
462	0.02282901204
463	0.02281660181
464	0.02274872564
465	0.02269986112
466	0.02262030971
467	0.02255204219
468	0.02250448852
469	0.02245435237
470	0.02242893043
471	0.02241582156
472	0.02240474312
473	0.02237515536
474	0.02235875065
475	0.0222720823
476	0.02221536469
477	0.02220093915
478	0.02217499919
479	0.02215888928
480	0.02209298533
481	0.02206949523
482	0.02204313328
483	0.02200376198
484	0.02198566446
485	0.02193716609
486	0.02191122474
487	0.0218981683
488	0.02182647904
489	0.02177972997
490	0.02175654424
491	0.02173216192
492	0.02168700082
493	0.02166445963
494	0.02164547383
495	0.02161618988
496	0.02155922787
497	0.02150279141
498	0.02143770416
499	0.02141872938
500	0.02130642617
501	0.02129755832
502	0.02127659042
503	0.02123101931
504	0.02120364173
505	0.02119071515
506	0.02110295696
507	0.02102628224
508	0.02096424851
509	0.02089621231
510	0.02085317361
511	0.02082692546
512	0.02079249376
513	0.02078031076
514	0.0207189122
515	0.02071182009
516	0.02068618594
517	0.02063685775
518	0.02062050933
519	0.02060697184
520	0.02059692478
521	0.02057802297
522	0.02053402251
523	0.02049968752
524	0.02043058185
525	0.02039475472
526	0.02035191546
527	0.02028413197
528	0.0202552817
529	0.02024654874
530	0.02023177678
531	0.0202168013
532	0.02019578284
533	0.02017358554
534	0.02016762853
535	0.02014304718
536	0.02011268058
537	0.02010360034
538	0.02009259994
539	0.02008772503
540	0.02004866667
541	0.02001164892
542	0.01997452634
543	0.01990448376
544	0.01990125818
545	0.01986982139
546	0.01981847385
547	0.01977754428
548	0.01969968709
549	0.01965736005
550	0.0195558104
551	0.01952418923
552	0.01948969271
553	0.01943806776
554	0.01938220382
555	0.01933922484
556	0.01930496572
557	0.01929431729
558	0.01927676173
559	0.01923940754
560	0.01917792477
561	0.01914539126
562	0.01911898491
563	0.01909747738
564	0.01909101149
565	0.01905195705
566	0.01901674198
567	0.01898803965
568	0.01896588012
569	0.01891278677
570	0.01887198151
571	0.01883792975
572	0.01878535483
573	0.018775321
574	0.01874345682
575	0.01873717933
576	0.01871202825
577	0.01868454034
578	0.01863558142
579	0.01862248935
580	0.01860460471
581	0.01856411016
582	0.01854170517
583	0.01848834061
584	0.01848674464
585	0.01847905117
586	0.01844950711
587	0.01844271003
588	0.01843202937
589	0.01838711492
590	0.01836848766
591	0.01836585132
592	0.0183200523
593	0.01831008672
594	0.01830718853
595	0.01829507862
596	0.01828940259
597	0.01824039497
598	0.01823137799
599	0.01820562963
600	0.01818194627
601	0.01815504458
602	0.01810896416
603	0.01808700472
604	0.01806697533
605	0.01805339065
606	0.018029557
607	0.01799459206
608	0.01798512373
609	0.01797413504
610	0.01796320354
611	0.01790473477
612	0.01789137693
613	0.01788043377
614	0.01787328243
615	0.01786320934
616	0.01783950151
617	0.01782031169
618	0.01781971657
619	0.01781459125
620	0.01780929091
621	0.01780239648
622	0.01779413885
623	0.01778897822
624	0.01777746198
625	0.01776839163
626	0.01775822595
627	0.01775298311
628	0.01774212149
629	0.01768957432
630	0.01767849485
631	0.01764233137
632	0.01763733767
633	0.017635969
634	0.0176317199
635	0.01758390923
636	0.01755467144
637	0.01754810899
638	0.01751024559
639	0.01749704659
640	0.01744976806
641	0.01744787014
642	0.01740537563
643	0.01737791176
644	0.01734243529
645	0.01733989478
646	0.01729376075
647	0.01728279043
648	0.01727022207
649	0.01726554865
650	0.01724611327
651	0.01723465146
652	0.01722235964
653	0.01719735453
654	0.01715295552
655	0.01713431213
656	0.01710618901
657	0.01708754089
658	0.01707447184
659	0.01706918458
660	0.01706427508
661	0.01704324976
662	0.01703827489
663	0.01702338049
664	0.01701799859
665	0.01700184556
666	0.01698894377
667	0.01697298218
668	0.01694494835
669	0.01692108706
670	0.01691617065
671	0.01688901246
672	0.01688267659
673	0.01685826178
674	0.01684204182
675	0.01682634694
676	0.01681101473
677	0.01679934225
678	0.01675212598
679	0.01674128679
680	0.01666904679
681	0.01665733844
682	0.01663793815
683	0.01660729635
684	0.01658759058
685	0.01656521596
686	0.01655402673
687	0.01654715044
688	0.01652378338
689	0.01650888437
690	0.01649290955
691	0.01646956546
692	0.01645686541
693	0.01644663281
694	0.0164366909
695	0.0164203473
696	0.01641317091
697	0.01640329081
698	0.0163995685
699	0.01638546943
700	0.01638163879
701	0.01636944722
702	0.01635566465
703	0.01635079928
704	0.01634042984
705	0.01633070323
706	0.01632220665
707	0.01630692356
708	0.01628839112
709	0.01628546604
710	0.01627967996
711	0.01626721706
712	0.01624777516
713	0.01621624672
714	0.01620386816
715	0.01618498388
716	0.01615176825
717	0.01614898993
718	0.01614581556
719	0.01612819319
720	0.01610545166
721	0.01609766399
722	0.01606669893
723	0.01604252094
724	0.01602967051
725	0.01602311617
726	0.01599088951
727	0.01598324352
728	0.0159707762
729	0.01596171789
730	0.01595323504
731	0.0159235116
732	0.01590210571
733	0.01589551297
734	0.01588261375
735	0.01587548102
736	0.01585739866
737	0.01584380345
738	0.01583419344
739	0.01580980775
740	0.01579864673
741	0.01577685395
742	0.01576501955
743	0.015754918
744	0.01573245352
745	0.01569152556
746	0.01566752558
747	0.01562599842
748	0.01561816383
749	0.01559656335
750	0.01558743042
751	0.01556679816
752	0.01555950532
753	0.01554799872
754	0.01553134488
755	0.01545385425
756	0.01544844543
757	0.01541658472
758	0.01540710056
759	0.01537639551
760	0.01535468339
761	0.0153355389
762	0.01532803957
763	0.01531779453
764	0.01529984213
765	0.01526699826
766	0.01522666024
767	0.01521497968
768	0.01520787977
769	0.01520766285
770	0.01518160858
771	0.01517468746
772	0.01512811793
773	0.01512460444
774	0.0151214988
775	0.01510816333
776	0.01510542992
777	0.01508652116
778	0.01507694579
779	0.01507561255
780	0.01507275017
781	0.01505000888
782	0.01503376888
783	0.01501681592
784	0.01500623353
785	0.01499357277
786	0.01498280194
787	0.01496783864
788	0.01493309118
789	0.0149271718
790	0.01491584536
791	0.01490428791
792	0.01489446425
793	0.01489095926
794	0.01486987413
795	0.01485901722
796	0.01485281015
797	0.01483159146
798	0.01481371028
799	0.01479428256
800	0.0147528737
801	0.01473852869
802	0.01472484497
803	0.01472369472
804	0.01469534097
805	0.01468572067
806	0.01468124326
807	0.01467792121
808	0.01464504563
809	0.01464194828
810	0.0146248322
811	0.01461466479
812	0.01458817601
813	0.01457981316
814	0.01457028546
815	0.01456660139
816	0.01453555511
817	0.01453467144
818	0.01452469162
819	0.01452151096
820	0.01449382896
821	0.01448681353
822	0.01448018196
823	0.01447778281
824	0.01446361106
825	0.01445190309
826	0.01442484223
827	0.01442238341
828	0.0144210394
829	0.01441665948
830	0.01441240137
831	0.01440242256
832	0.01439559907
833	0.0143861903
834	0.01434878404
835	0.01432978451
836	0.01432539343
837	0.01432203637
838	0.01430289855
839	0.01427933885
840	0.01427521639
841	0.01425999499
842	0.01425000457
843	0.01424050374
844	0.01423491285
845	0.01423414418
846	0.01420969115
847	0.01418351642
848	0.01417462777
849	0.0141533843
850	0.01412906072
851	0.01411645567
852	0.01410489371
853	0.01410417775
854	0.01408730145
855	0.01407457315
856	0.01406538505
857	0.01402240801
858	0.01401625767
859	0.01401046405
860	0.0140022445
861	0.0139892863
862	0.01397482441
863	0.01394827776
864	0.01392118231
865	0.01391792129
866	0.013899701
867	0.01389719335
868	0.01388940668
869	0.01388623245
870	0.01387359461
871	0.01385099088
872	0.01380505996
873	0.01377439286
874	0.01376510353
875	0.01374181099
876	0.01373704752
877	0.01371816782
878	0.01370682566
879	0.01368928323
880	0.01365790892
881	0.01364158359
882	0.01363055897
883	0.01361337091
884	0.0136079899
885	0.01358540904
886	0.01357229993
887	0.01356150232
888	0.01355684592
889	0.01355168689
890	0.01354052024
891	0.0135250032
892	0.01351659883
893	0.01349466691
894	0.01348693809
895	0.01346555066
896	0.01346145648
897	0.01343792934
898	0.01341869234
899	0.01340206237
900	0.01339954004
901	0.01339603367
902	0.01338887325
903	0.01337768993
904	0.01337708459
905	0.01336347764
906	0.01335834173
907	0.01334960965
908	0.01333950219
909	0.01333904512
910	0.013315956
911	0.01329933928
912	0.01329693144
913	0.01329094466
914	0.01328147634
915	0.01328052255
916	0.01327124198
917	0.01326175956
918	0.0132419511
919	0.01323492155
920	0.01320716526
921	0.01319495706
922	0.01318675654
923	0.01317309508
924	0.0131636893
925	0.01313844618
926	0.01313180524
927	0.01313003788
928	0.01312735837
929	0.01312311261
930	0.01311458646
931	0.01311282472
932	0.01309982501
933	0.01309668765
934	0.01307802561
935	0.01307670247
936	0.01305618714
937	0.01304297864
938	0.01303976661
939	0.01303794725
940	0.01302072418
941	0.01300245835
942	0.01299626339
943	0.0129908603
944	0.01297592387
945	0.01295472468
946	0.01294712886
947	0.01294249143
948	0.0129204748
949	0.01291922813
950	0.01291618773
951	0.01290638251
952	0.01290058346
953	0.01289794604
954	0.01289489497
955	0.01289195748
956	0.01287670211
957	0.0128754852
958	0.01286865595
959	0.01286606125
960	0.01285672507
961	0.01285184242
962	0.01284907319
963	0.01284568055
964	0.01283714631
965	0.01283070609
966	0.01282113908
967	0.01281237538
968	0.01280583363
969	0.01279356717
970	0.01278953392
971	0.01275915054
972	0.01274856549
973	0.01273794725
974	0.0127142258
975	0.01271101814
976	0.01268944195
977	0.01264608377
978	0.01264176786
979	0.01262989491
980	0.012627122
981	0.01262246078
982	0.01261660985
983	0.01258279165
984	0.01255494633
985	0.01254142463
986	0.01252668573
987	0.01251355694
988	0.01250391593
989	0.01249557348
990	0.01248628058
991	0.01248517815
992	0.01248150147
993	0.0124749901
994	0.01247267387
995	0.01246865022
996	0.01246298594
997	0.01245982494
998	0.01245945719
999	0.01245829074
1000	0.01245758989
1001	0.01244682586
1002	0.01244175092
1003	0.01244102846
1004	0.01242904767
1005	0.01242149625
1006	0.01241661192
1007	0.01241389981
1008	0.01239996443
1009	0.01239568743
1010	0.01239475586
1011	0.01238676584
1012	0.01238569501
1013	0.01236270078
1014	0.0123552459
1015	0.01233626598
1016	0.01233045687
1017	0.01232807196
1018	0.01231907575
1019	0.01231515893
1020	0.012285485
1021	0.01227543896
1022	0.01227287363
1023	0.0122616757
1024	0.01225736139
1025	0.01218370041
1026	0.01217189387
1027	0.01215121609
1028	0.01213241869
1029	0.01212662255
1030	0.01210921316
1031	0.01209646097
1032	0.01208440433
1033	0.01207614166
1034	0.01207027643
1035	0.01205839261
1036	0.01202671347
1037	0.01202025394
1038	0.01201262073
1039	0.01201141788
1040	0.01200760386
1041	0.01199341573
1042	0.01197466512
1043	0.01197037061
1044	0.01196471729
1045	0.01196019796
1046	0.01194395748
1047	0.01194227682
1048	0.01193868076
1049	0.01190861077
1050	0.0119071654
1051	0.01190580656
1052	0.01189958771
1053	0.01188992015
1054	0.01187679846
1055	0.01186573431
1056	0.0118647382
1057	0.01186036863
1058	0.01185910196
1059	0.01185647297
1060	0.01185520284
1061	0.01184786586
1062	0.01183545029
1063	0.01182685472
1064	0.01180583772
1065	0.01178754428
1066	0.01177519151
1067	0.01175998679
1068	0.01175559755
1069	0.01175453818
1070	0.01174831635
1071	0.01174551051
1072	0.01173908557
1073	0.01173273145
1074	0.01172215187
1075	0.01171539849
1076	0.01170813531
1077	0.01168776027
1078	0.01168365085
1079	0.01167983542
1080	0.01166607253
1081	0.01164260162
1082	0.01163917313
1083	0.01163746308
1084	0.01159905228
1085	0.01159316069
1086	0.01157932774
1087	0.01157449969
1088	0.01157011912
1089	0.0115609793
1090	0.01155554249
1091	0.01154872411
1092	0.01154544835
1093	0.0115288074
1094	0.01152353451
1095	0.01151720936
1096	0.01150912222
1097	0.01150773977
1098	0.01149759543
1099	0.01149557925
1100	0.01149258462
1101	0.01148649256
1102	0.011471086
1103	0.01146862461
1104	0.01146073291
1105	0.01145881591
1106	0.01145516974
1107	0.01144332481
1108	0.01143678776
1109	0.01143496467
1110	0.01141253516
1111	0.01140132802
1112	0.01136118611
1113	0.01134251707
1114	0.01130972409
1115	0.01130898178
1116	0.01129348519
1117	0.0112353637
1118	0.0112340995
1119	0.01123330456
1120	0.01121588205
1121	0.01120878077
1122	0.0112074456
1123	0.01119927004
1124	0.01119317063
1125	0.01119208163
1126	0.011180934
1127	0.01117943943
1128	0.01117076436
1129	0.01115218187
1130	0.01114572969
1131	0.01114151398
1132	0.01113962234
1133	0.01113714267
1134	0.01112751759
1135	0.01112205015
1136	0.01112058224
1137	0.01109812146
1138	0.01107889595
1139	0.01107513788
1140	0.0110734676
1141	0.01106652317
1142	0.0110573487
1143	0.01105153125
1144	0.01104364553
1145	0.01103947153
1146	0.01103923533
1147	0.01103730143
1148	0.01098930224
1149	0.01096356043
1150	0.01094302288
1151	0.01093985699
1152	0.01093495772
1153	0.01093253521
1154	0.01092356373
1155	0.01092032993
1156	0.01091410151
1157	0.01090722863
1158	0.01089836644
1159	0.01089661901
1160	0.01089104773
1161	0.01089052148
1162	0.01088419416
1163	0.01088178677
1164	0.01087370386
1165	0.01087366713
1166	0.01087021674
1167	0.01086224897
1168	0.01084931255
1169	0.01084919815
1170	0.01084264109
1171	0.0108397517
1172	0.01083743794
1173	0.01083587259
1174	0.01083332014
1175	0.01083105234
1176	0.01082938089
1177	0.01082928282
1178	0.01082703087
1179	0.01081967268
1180	0.0107985522
1181	0.01079784734
1182	0.01079356286
1183	0.01078952535
1184	0.01078815695
1185	0.01078307386
1186	0.01077942343
1187	0.01077836654
1188	0.01077418473
1189	0.0107723179
1190	0.01076616768
1191	0.0107533569
1192	0.01073460022
1193	0.0107229315
1194	0.01072090012
1195	0.01071789904
1196	0.01071726513
1197	0.0107118405
1198	0.01070638528
1199	0.01069938729
1200	0.01069704117
1201	0.01069629966
1202	0.01068799534
1203	0.01068462217
1204	0.01068036697
1205	0.01066009836
1206	0.01065527321
1207	0.01065088937
1208	0.01064654054
1209	0.01064574177
1210	0.01064143744
1211	0.01063455611
1212	0.01060051288
1213	0.01058848564
1214	0.01058185684
1215	0.01057568942
1216	0.01057317834
1217	0.01055121891
1218	0.01054892192
1219	0.0105445128
1220	0.01054113359
1221	0.01053789751
1222	0.01052831187
1223	0.01050426293
1224	0.0105024889
1225	0.01050063973
1226	0.01049391802
1227	0.01047811864
1228	0.01047282867
1229	0.01046797287
1230	0.0104648631
1231	0.01045847256
1232	0.0104500346
1233	0.01043984413
1234	0.01042868298
1235	0.0104245343
1236	0.01041748101
1237	0.01041188731
1238	0.01040864107
1239	0.0104028904
1240	0.01039759452
1241	0.01039447564
1242	0.01039342043
1243	0.01039045686
1244	0.01038845966
1245	0.0103818796
1246	0.01037721241
1247	0.01037118307
1248	0.0103674551
1249	0.01034370379
1250	0.01034178681
1251	0.010324535
1252	0.01031809572
1253	0.01031477993
1254	0.01030029713
1255	0.01029443305
1256	0.01028835221
1257	0.01028487461
1258	0.01028386838
1259	0.01027784481
1260	0.0102711937
1261	0.01026935942
1262	0.01026635201
1263	0.01026470754
1264	0.0102574354
1265	0.01025116648
1266	0.01024989306
1267	0.01024799621
1268	0.0102458172
1269	0.01023182613
1270	0.01022622549
1271	0.01022345643
1272	0.01021328134
1273	0.01020910199
1274	0.01020666777
1275	0.01020350514
1276	0.01019416417
1277	0.01019333127
1278	0.01017613109
1279	0.01017378549
1280	0.01015937495
1281	0.01015606464
1282	0.01014765973
1283	0.01013254379
1284	0.01012585101
1285	0.01011823255
1286	0.01011723924
1287	0.01011266885
1288	0.01010406216
1289	0.01008970155
1290	0.01008913004
1291	0.01007668764
1292	0.01005646009
1293	0.01004580669
1294	0.01000515425
1295	0.01000380827
1296	0.009996802368
1297	0.00998936318
1298	0.009988874678
1299	0.00998631001
1300	0.009983718769
1301	0.00998354835
1302	0.009977073989
1303	0.009971832789
1304	0.00996940997
1305	0.009965638819
1306	0.009964017383
1307	0.00996276178
1308	0.009958720556
1309	0.009956928711
1310	0.009946742214
1311	0.009930261373
1312	0.009927235528
1313	0.009919067564
1314	0.009911480901
1315	0.009903749259
1316	0.009902875682
1317	0.009897020354
1318	0.009892680057
1319	0.009890989485
1320	0.009889085204
1321	0.009880290012
1322	0.009853224466
1323	0.009836379594
1324	0.009827560048
1325	0.00982498833
1326	0.009820205768
1327	0.009817246314
1328	0.009811967118
1329	0.009797419442
1330	0.009796013827
1331	0.00978870701
1332	0.009776356157
1333	0.009774139004
1334	0.009771353468
1335	0.009771150225
1336	0.009768888744
1337	0.009766509741
1338	0.00975280887
1339	0.009746324591
1340	0.009744998028
1341	0.009738119931
1342	0.009737809307
1343	0.009735684411
1344	0.009729548329
1345	0.009726986981
1346	0.00972683223
1347	0.009721108126
1348	0.009720924025
1349	0.009716064678
1350	0.009713905458
1351	0.009701983168
1352	0.009693449344
1353	0.009691103027
1354	0.009688755488
1355	0.009687935078
1356	0.009676696319
1357	0.009665997141
1358	0.009663061116
1359	0.009662396135
1360	0.009659039237
1361	0.009631548999
1362	0.009608308927
1363	0.00960307756
1364	0.009597253029
1365	0.009595946274
1366	0.00958259957
1367	0.009577841919
1368	0.009574627451
1369	0.009567039165
1370	0.009563796587
1371	0.009557496277
1372	0.009555816909
1373	0.009554798183
1374	0.009552054475
1375	0.009545666352
1376	0.009540744315
1377	0.009527871545
1378	0.009521017095
1379	0.00948839077
1380	0.009484760881
1381	0.009475716198
1382	0.009460970687
1383	0.009451358457
1384	0.009449931544
1385	0.00944061441
1386	0.00943919843
1387	0.009432676516
1388	0.009431869127
1389	0.009430810412
1390	0.009430370343
1391	0.009429986527
1392	0.009428389551
1393	0.009422415817
1394	0.009416242139
1395	0.009409938725
1396	0.009407443538
1397	0.009404495285
1398	0.009399116039
1399	0.009391790791
1400	0.009390323265
1401	0.009385181045
1402	0.009382186921
1403	0.009377742877
1404	0.009372452409
1405	0.009371414977
1406	0.009370453255
1407	0.009369604973
1408	0.009365969654
1409	0.009355865327
1410	0.00933856447
1411	0.00933733565
1412	0.009331676223
1413	0.009329835861
1414	0.009328633323
1415	0.009314733281
1416	0.009310346417
1417	0.009304652658
1418	0.009293090658
1419	0.009283636641
1420	0.009278570039
1421	0.009265434913
1422	0.009264042608
1423	0.009261647836
1424	0.009257560559
1425	0.00925725331
1426	0.009256755874
1427	0.009241618578
1428	0.009241433173
1429	0.009241309516
1430	0.009238192353
1431	0.009237404142
1432	0.009237275783
1433	0.009234541335
1434	0.009233466059
1435	0.009232527181
1436	0.00923173734
1437	0.009226517766
1438	0.00922630265
1439	0.009225484364
1440	0.009223652091
1441	0.009221838977
1442	0.009217537376
1443	0.009216000099
1444	0.009215997037
1445	0.009213023392
1446	0.009211770355
1447	0.009197198805
1448	0.009195856444
1449	0.009185430543
1450	0.009181276859
1451	0.009173257018
1452	0.009172015097
1453	0.009171114885
1454	0.009169593221
1455	0.009168051543
1456	0.009164381668
1457	0.009152421643
1458	0.00915130966
1459	0.009143105874
1460	0.009142692691
1461	0.009140450928
1462	0.009139930257
1463	0.009123778435
1464	0.009120469652
1465	0.009118207864
1466	0.009114108858
1467	0.009113756602
1468	0.009111049915
1469	0.009110514904
1470	0.009108611681
1471	0.00910791747
1472	0.00909162201
1473	0.009088670726
1474	0.009083729097
1475	0.009079474719
1476	0.009079055695
1477	0.009073983933
1478	0.009072300929
1479	0.009066642137
1480	0.009055846161
1481	0.009054346708
1482	0.009051440271
1483	0.009037478128
1484	0.009035545743
1485	0.009031702816
1486	0.009028158979
1487	0.009020823003
1488	0.009017512747
1489	0.009014924131
1490	0.009013354282
1491	0.009006259838
1492	0.009005758549
1493	0.009001297031
1494	0.008997086548
1495	0.008996907534
1496	0.008995944259
1497	0.008993956099
1498	0.008992534739
1499	0.008986985418
