iter	MAPE
1500	0.008982249785
1501	0.008976115051
1502	0.008972188261
1503	0.00897144113
1504	0.008970446204
1505	0.008952938256
1506	0.008952518478
1507	0.008948813007
1508	0.00894861472
1509	0.008945105238
1510	0.008937592591
1511	0.008934827289
1512	0.008932625985
1513	0.008931085438
1514	0.008929218231
1515	0.008925698298
1516	0.008924740237
1517	0.008922728899
1518	0.0089004903
1519	0.008893269981
1520	0.008893172283
1521	0.008892730419
1522	0.008885388537
1523	0.008885296282
1524	0.008883051393
1525	0.008882830299
1526	0.008882300802
1527	0.008877446807
1528	0.008872481749
1529	0.008870937568
1530	0.008858523283
1531	0.008849025222
1532	0.008848791471
1533	0.008846047618
1534	0.008845886335
1535	0.008844460627
1536	0.008842513984
1537	0.008838048993
1538	0.00883749525
1539	0.008833799792
1540	0.008830322507
1541	0.00883014342
1542	0.008828371138
1543	0.008827876831
1544	0.008827560322
1545	0.008817983748
1546	0.008812095553
1547	0.008799547865
1548	0.00879816393
1549	0.008795807099
1550	0.008793877513
1551	0.008792915007
1552	0.008786918837
1553	0.008786187027
1554	0.008785874143
1555	0.00878555012
1556	0.008785390738
1557	0.008781816962
1558	0.008780109078
1559	0.008779555351
1560	0.008776769628
1561	0.00876540055
1562	0.008764663205
1563	0.008760250728
1564	0.008760052057
1565	0.00875168159
1566	0.008745359809
1567	0.008745257031
1568	0.008744763346
1569	0.008744491481
1570	0.00874432538
1571	0.008744089328
1572	0.008736674035
1573	0.008721681987
1574	0.008716112872
1575	0.008702962628
1576	0.008700893755
1577	0.008693373801
1578	0.008693310326
1579	0.00869310748
1580	0.008692192351
1581	0.008691357572
1582	0.008685774273
1583	0.008685728333
1584	0.008683488187
1585	0.008682092903
1586	0.008682088934
1587	0.008670292367
1588	0.008670048224
1589	0.008653581551
1590	0.008647901135
1591	0.008642596046
1592	0.008635967775
1593	0.008629471931
1594	0.008629234179
1595	0.008628064286
1596	0.00862739036
1597	0.008615475285
1598	0.008613192313
1599	0.008599892782
1600	0.008596675119
1601	0.008588798377
1602	0.008565067036
1603	0.008544326929
1604	0.008540369419
1605	0.00853866973
1606	0.008534390876
1607	0.008531837971
1608	0.008526861684
1609	0.008526281087
1610	0.00852331931
1611	0.008517917951
1612	0.008516273825
1613	0.008512225491
1614	0.008510268536
1615	0.008508742484
1616	0.008508674281
1617	0.008504418937
1618	0.008504024138
1619	0.008502748724
1620	0.008495874829
1621	0.008495750929
1622	0.008494768691
1623	0.008492466843
1624	0.008490719774
1625	0.008489759685
1626	0.008486099666
1627	0.008481618505
1628	0.008481602359
1629	0.008462398533
1630	0.008462277856
1631	0.008462024687
1632	0.008454757074
1633	0.008449174951
1634	0.008448316175
1635	0.008448012135
1636	0.008439480324
1637	0.008437262192
1638	0.008421025695
1639	0.008419359435
1640	0.008415573471
1641	0.00841209644
1642	0.008407970616
1643	0.008406718096
1644	0.008404739976
1645	0.008404175483
1646	0.008401094345
1647	0.008394707291
1648	0.00839350461
1649	0.008382778267
1650	0.008376392303
1651	0.008374141689
1652	0.008369304673
1653	0.00836929883
1654	0.008368780877
1655	0.008367775102
1656	0.008364942648
1657	0.008364782965
1658	0.008364731597
1659	0.008338261158
1660	0.008328396596
1661	0.008315454539
1662	0.0083152136
1663	0.008313212908
1664	0.008306354713
1665	0.008303152866
1666	0.008297527954
1667	0.008292906279
1668	0.008285523315
1669	0.008284412836
1670	0.008278834499
1671	0.008277185484
1672	0.008275353314
1673	0.00826982741
1674	0.008267587792
1675	0.008266136847
1676	0.008265623375
1677	0.008262909376
1678	0.008260053109
1679	0.008258157974
1680	0.00825311488
1681	0.00823917082
1682	0.008238191747
1683	0.008237039326
1684	0.008226929153
1685	0.008217393847
1686	0.008197376719
1687	0.008193808048
1688	0.008191673779
1689	0.008188475609
1690	0.008180175235
1691	0.00817988719
1692	0.008179523435
1693	0.008174468756
1694	0.008172131086
1695	0.008171195497
1696	0.008167993122
1697	0.008148801087
1698	0.008148706019
1699	0.008147038585
1700	0.008138180609
1701	0.008137885351
1702	0.008136802622
1703	0.008132815901
1704	0.008129089429
1705	0.008128015132
1706	0.008127975788
1707	0.008117926621
1708	0.008116394171
1709	0.008110194023
1710	0.008109742521
1711	0.008107534005
1712	0.008106385235
1713	0.008106308286
1714	0.008104516725
1715	0.0081010191
1716	0.008100567982
1717	0.008098326762
1718	0.00809075561
1719	0.008087958883
1720	0.008082471424
1721	0.008082076106
1722	0.008067923431
1723	0.008066105707
1724	0.008065257893
1725	0.008064440332
1726	0.008063181067
1727	0.008059311453
1728	0.008049025413
1729	0.008047457623
1730	0.008047177545
1731	0.00804713758
1732	0.008044573613
1733	0.008042025629
1734	0.008041958585
1735	0.008041069534
1736	0.008040972218
1737	0.008037297714
1738	0.008036462455
1739	0.008032497208
1740	0.008031721752
1741	0.008023537192
1742	0.008023160871
1743	0.007997700618
1744	0.007989997584
1745	0.007989728855
1746	0.007986800493
1747	0.007979400361
1748	0.007969289547
1749	0.007961588716
1750	0.007961105294
1751	0.007959758265
1752	0.007951736638
1753	0.007950517788
1754	0.007937119741
1755	0.00793565183
1756	0.007924798681
1757	0.007924655795
1758	0.007924611184
1759	0.007921583627
1760	0.007921452905
1761	0.007920191112
1762	0.007916749228
1763	0.007916022471
1764	0.007912634392
1765	0.007911843906
1766	0.007911575825
1767	0.007908286586
1768	0.007906067512
1769	0.007901741261
1770	0.00790057834
1771	0.007899398463
1772	0.007898798501
1773	0.007898683271
1774	0.007898571988
1775	0.007897087137
1776	0.007895421274
1777	0.007894053014
1778	0.00789029093
1779	0.007884158764
1780	0.007884118053
1781	0.007881027999
1782	0.007879295957
1783	0.007878693117
1784	0.007874436354
1785	0.007874425476
1786	0.007874375117
1787	0.007874193298
1788	0.007864502488
1789	0.007862559229
1790	0.007855669429
1791	0.007854306173
1792	0.007851858361
1793	0.007849128197
1794	0.007849088858
1795	0.007848295798
1796	0.007846298052
1797	0.007836577281
1798	0.007836505219
1799	0.007833901471
1800	0.007833785573
1801	0.007833672985
1802	0.007830427253
1803	0.007830108434
1804	0.007827356604
1805	0.007820993608
1806	0.007816141027
1807	0.007807635765
1808	0.007807323159
1809	0.007803028061
1810	0.007799260028
1811	0.007798254605
1812	0.007779409278
1813	0.007779060265
1814	0.007777139732
1815	0.007762730805
1816	0.007758735808
1817	0.007755612021
1818	0.007755004492
1819	0.007753458634
1820	0.007747146259
1821	0.007744873469
1822	0.007741367086
1823	0.007728918523
1824	0.00772384422
1825	0.007720009755
1826	0.007718147072
1827	0.007712400063
1828	0.00771070284
1829	0.007710536664
1830	0.007710350346
1831	0.007707781352
1832	0.007707676685
1833	0.007706340343
1834	0.00770605993
1835	0.007704606434
1836	0.007690748246
1837	0.007687656843
1838	0.007687515143
1839	0.00768490574
1840	0.007683119989
1841	0.007682509082
1842	0.007682095939
1843	0.007676295231
1844	0.007672099392
1845	0.007672079665
1846	0.0076718495
1847	0.007670666659
1848	0.00767062753
1849	0.00766849159
1850	0.007666127506
1851	0.007665980366
1852	0.007664822106
1853	0.00766360307
1854	0.007663375581
1855	0.007651676131
1856	0.007651392379
1857	0.00765111256
1858	0.007648788707
1859	0.007647092854
1860	0.007647011153
1861	0.007646927068
1862	0.007644900607
1863	0.007641337726
1864	0.007639677264
1865	0.007635363662
1866	0.007632983706
1867	0.00763226384
1868	0.007632179025
1869	0.00763027238
1870	0.007630269051
1871	0.007624802969
1872	0.007624505598
1873	0.007623685519
1874	0.007621884527
1875	0.007620380865
1876	0.007619926379
1877	0.007619748775
1878	0.00761965509
1879	0.007604646398
1880	0.007603187325
1881	0.007596643098
1882	0.007587252648
1883	0.007577526865
1884	0.007577012493
1885	0.007572511647
1886	0.007569190819
1887	0.007564786831
1888	0.007564772535
1889	0.00756076938
1890	0.007559298931
1891	0.007553640689
1892	0.007548525729
1893	0.007545537365
1894	0.007540404524
1895	0.007538769344
1896	0.007536602033
1897	0.007536145997
1898	0.007516099558
1899	0.007515855774
1900	0.007512301434
1901	0.00751138144
1902	0.007510161143
1903	0.007504684318
1904	0.007496890635
1905	0.007496253337
1906	0.007488506906
1907	0.007488413348
1908	0.00748841216
1909	0.007487617414
1910	0.007475321264
1911	0.007474842412
1912	0.007474745435
1913	0.007470715461
1914	0.007469845988
1915	0.007454608478
1916	0.007454052808
1917	0.007452972015
1918	0.007449798637
1919	0.007449004145
1920	0.007448222582
1921	0.007447523422
1922	0.007446883309
1923	0.00744658656
1924	0.007443454627
1925	0.007442359616
1926	0.007440385566
1927	0.007433900996
1928	0.007418732838
1929	0.00741831996
1930	0.007413929085
1931	0.007413505221
1932	0.007412841472
1933	0.00741190198
1934	0.007411899438
1935	0.00741023013
1936	0.007410191077
1937	0.007408693023
1938	0.007392474409
1939	0.007391024735
1940	0.007390195768
1941	0.007390127283
1942	0.007388728779
1943	0.007388707884
1944	0.007388598254
1945	0.007386212424
1946	0.007383708853
1947	0.007383642367
1948	0.007382424455
1949	0.007382421818
1950	0.007381956961
1951	0.007381882707
1952	0.007381831642
1953	0.007379423331
1954	0.007378126448
1955	0.007376458143
1956	0.007374352529
1957	0.007373835782
1958	0.0073721936
1959	0.007372106061
1960	0.007372038638
1961	0.007371907455
1962	0.007371105306
1963	0.007357206711
1964	0.007355522438
1965	0.007355469076
1966	0.007352388555
1967	0.00735225404
1968	0.007352094086
1969	0.007351868572
1970	0.007351178089
1971	0.007349053769
1972	0.007343603542
1973	0.007342685133
1974	0.00734172956
1975	0.007341668436
1976	0.007341595551
1977	0.007339033441
1978	0.007336767708
1979	0.007336753709
1980	0.007336271667
1981	0.007335690171
1982	0.007334243427
1983	0.007333751906
1984	0.00733374812
1985	0.007331693352
1986	0.007331648941
1987	0.007330403054
1988	0.007330230744
1989	0.007327688627
1990	0.007324907932
1991	0.00732459569
1992	0.00732423142
1993	0.007323324358
1994	0.007322724419
1995	0.007309878844
1996	0.007308002973
1997	0.007307709798
1998	0.007306560454
1999	0.007305870606
